,date,bike_place,bike
618,2019-09-11,49,680
619,2019-09-12,49,680
620,2019-09-13,49,680
621,2019-09-14,49,680
622,2019-09-15,49,680
623,2019-09-16,49,680
624,2019-09-17,49,680
625,2019-09-18,49,680
626,2019-09-19,49,680
627,2019-09-20,49,680
628,2019-09-21,49,680
629,2019-09-22,49,680
630,2019-09-23,49,680
631,2019-09-24,49,680
632,2019-09-25,49,680
633,2019-09-26,49,680
634,2019-09-27,49,680
635,2019-09-28,49,680
636,2019-09-29,49,680
637,2019-09-30,49,680
638,2019-10-01,49,680
639,2019-10-02,49,680
640,2019-10-03,49,680
641,2019-10-04,49,680
642,2019-10-05,49,680
643,2019-10-06,49,680
644,2019-10-07,49,680
645,2019-10-08,49,680
646,2019-10-09,49,680
647,2019-10-10,49,680
648,2019-10-11,49,680
649,2019-10-12,49,680
650,2019-10-13,49,680
651,2019-10-14,49,680
652,2019-10-15,49,680
653,2019-10-16,49,680
654,2019-10-17,49,680
655,2019-10-18,49,680
656,2019-10-19,49,680
657,2019-10-20,49,680
658,2019-10-21,49,680
659,2019-10-22,49,680
660,2019-10-23,49,680
661,2019-10-24,49,680
662,2019-10-25,49,680
663,2019-10-26,49,680
664,2019-10-27,49,680
665,2019-10-28,49,680
666,2019-10-29,49,680
667,2019-10-30,49,680
668,2019-10-31,49,680
669,2019-11-01,49,680
670,2019-11-02,49,680
671,2019-11-03,49,680
672,2019-11-04,49,680
673,2019-11-05,49,680
674,2019-11-06,49,680
675,2019-11-07,49,680
676,2019-11-08,49,680
677,2019-11-09,49,680
678,2019-11-10,49,680
679,2019-11-11,49,680
680,2019-11-12,49,680
681,2019-11-13,49,680
682,2019-11-14,49,680
683,2019-11-15,49,680
684,2019-11-16,49,680
685,2019-11-17,49,680
686,2019-11-18,49,680
687,2019-11-19,49,680
688,2019-11-20,50,690
689,2019-11-21,50,690
690,2019-11-22,50,690
691,2019-11-23,50,690
692,2019-11-24,50,690
693,2019-11-25,50,690
694,2019-11-26,50,690
695,2019-11-27,50,690
696,2019-11-28,50,690
697,2019-11-29,50,690
698,2019-11-30,50,690
699,2019-12-01,50,690
700,2019-12-02,50,690
701,2019-12-03,50,690
702,2019-12-04,50,690
703,2019-12-05,50,690
