,date,clear_day,day_view_time,lst
0,2018-01-01,3514.555676618,118.0,13841.012856831552
1,2018-01-02,1822.9614695340497,109.0,13802.878808243726
2,2018-01-03,3917.76683373284,115.5962083242536,13719.196339071696
3,2018-01-04,923.6131239935588,106.0,13496.185185185188
4,2018-01-05,2986.616256264982,113.0,13798.803443015906
5,2018-01-06,1235.3192111029948,104.0,13874.487947406864
6,2018-01-07,-392.5449561556213,98.74720888471057,13841.96029336802
7,2018-01-08,-787.6490554733534,101.32557408785844,13753.549160273633
8,2018-01-09,733.4691629955948,109.0,13647.486784140969
9,2018-01-10,3206.3501852255395,117.0,13541.363259969494
10,2018-01-11,1725.388888888889,107.0,13485.97379032258
11,2018-01-12,3405.869252560471,115.0,13430.99433427762
12,2018-01-13,2648.2170731582646,118.20907308454335,13585.131911886987
13,2018-01-14,955.6590636254502,113.0,13825.57142857143
14,2018-01-15,863.415143603133,103.0,13988.975195822451
15,2018-01-16,1399.2561385245363,101.38252718313719,14057.42780153313
16,2018-01-17,2401.14385262853,110.34315723251046,14027.943343685636
17,2018-01-18,3061.641765826561,118.79057650175842,13974.28173206186
18,2018-01-19,2573.313358030072,115.63347134451944,13970.202876443667
19,2018-01-20,1696.0679245283018,106.0,13999.912097669256
20,2018-01-21,3536.370668991065,113.0,13949.362824144697
21,2018-01-22,1549.6611028315945,104.0,13708.917138599109
22,2018-01-23,1989.308351857733,112.0,13438.686884725314
23,2018-01-24,1831.6973642426171,102.0,13398.649412511908
24,2018-01-25,1965.9148936170216,109.0038107335662,13328.566846617974
25,2018-01-26,3839.616386154335,117.0,13268.291838678946
26,2018-01-27,1938.3547613859223,107.0,13509.52168228372
27,2018-01-28,1978.619742863369,115.0,13698.544127260844
28,2018-01-29,2235.4839067702555,105.0,13616.861043285238
29,2018-01-30,915.214114832536,112.50717703349282,13639.394736842109
30,2018-01-31,648.350181074219,111.1922439366277,13690.504426885207
31,2018-02-01,1990.1331444759207,110.0,13752.534974940074
32,2018-02-02,3981.045543691436,118.0,13801.87818696884
33,2018-02-03,1994.0379167574636,109.0,13670.353453911528
34,2018-02-04,2992.12769666594,115.7003704510786,13497.257790368272
35,2018-02-05,2161.809980387884,106.0,13621.598169535848
36,2018-02-06,1998.158858139028,113.0,13501.450424929177
37,2018-02-07,3065.2386140771414,104.0,13510.7223796034
38,2018-02-08,1990.9246023098715,112.0,13766.359337546308
39,2018-02-09,1104.8332366004583,111.06497758828385,13724.47992309828
40,2018-02-10,1344.4967354400628,109.1491250979368,13585.876469051977
41,2018-02-11,2708.072782741338,117.0,13627.346480714752
42,2018-02-12,2551.7486663471946,117.65338719963775,13738.799232853602
43,2018-02-13,2012.7090869470476,115.0,13877.338200043583
44,2018-02-14,2668.774197256493,115.75792088670937,14018.415311065255
45,2018-02-15,2922.806275877097,112.5406406624537,14065.088254521685
46,2018-02-16,1734.9864894312489,103.0,13970.00501198518
47,2018-02-17,1994.5325779036823,110.0,13906.87273915886
48,2018-02-18,1871.268292682927,101.0,13391.25
49,2018-02-19,2954.568398882324,108.33949099859953,13553.157494369136
50,2018-02-20,3456.9930268032253,115.58945303987792,13910.866855524082
51,2018-02-21,1858.674438875572,106.0,13879.358465896708
52,2018-02-22,1530.9006289308177,113.0,14001.88679245283
53,2018-02-23,1412.6312081446927,116.77704111896485,13839.016487719942
54,2018-02-24,1950.3689146940603,112.0,13792.5902188477
55,2018-02-25,3213.860100239704,102.0,14204.998038788406
56,2018-02-26,1991.7921115711488,109.12442797995205,14239.977337110482
57,2018-02-27,1940.2928842654164,116.58230976967239,14140.660499932581
58,2018-02-28,3329.3911152581227,120.08474184999537,13999.594906081185
59,2018-03-01,3468.1595118762257,115.0,13978.626498147749
60,2018-03-02,2400.112874779542,105.0,14112.704805996476
61,2018-03-03,2784.1987361080846,112.68032251035083,14388.780998038786
62,2018-03-04,3354.0083916823037,118.0790078934971,14449.429871279295
63,2018-03-05,3793.0955603373104,118.03635651245385,14277.63320298026
64,2018-03-06,3961.1939420353015,118.0,14136.682065809546
65,2018-03-07,3834.9258201033126,118.87787696159874,14070.4583052118
66,2018-03-08,3414.291194541343,120.66998739725014,14078.96192118702
67,2018-03-09,2868.2993242909643,119.87710413427645,14158.552183890588
68,2018-03-10,2365.9594682937463,113.0,14305.58836347788
69,2018-03-11,1891.5088019559892,104.0,14473.520293398537
70,2018-03-12,1411.506666666667,112.0,14449.907393939397
71,2018-03-13,1277.0079715391398,113.0909999990678,14589.362016084146
72,2018-03-14,1466.8466606768488,109.49625636418088,14740.468703204551
73,2018-03-15,1898.7203892320586,108.0840796300686,14684.95157908338
74,2018-03-16,2194.351710612334,107.0,14545.51688821094
75,2018-03-17,1975.4631782252404,104.38954767724422,14444.870875077542
76,2018-03-18,1242.0547920707786,100.25272266180133,14383.013539683197
77,2018-03-19,809.4380750513158,98.48953631545774,14332.998026596895
78,2018-03-20,1492.92455006922,103.0,14267.877480387637
79,2018-03-21,3292.5142171244916,113.78411371542809,14187.651901055418
80,2018-03-22,3976.328829810416,118.0,14266.513183700152
81,2018-03-23,1987.809108738287,109.0,14551.963608629332
82,2018-03-24,1409.1163668020895,116.0,14457.53482298317
83,2018-03-25,2616.715842231423,106.0,14745.490520810636
84,2018-03-26,2682.217258662018,113.85922859010678,14752.7498365657
85,2018-03-27,1169.627527216174,104.0,14807.664463452564
86,2018-03-28,1026.1967900587497,99.12936021989069,14941.809479686324
87,2018-03-29,2270.4142297511576,103.30936995953185,15092.0256812628
88,2018-03-30,1989.359773371105,110.0,14929.408803660928
