,date,clear_day,day_view_time,lst
0,2018-01-01,3488.000364630812,118.0,13794.534913400184
1,2018-01-02,2032.4988149498631,109.0,13742.956244302644
2,2018-01-03,3226.9886964448497,116.0,13683.819690063814
3,2018-01-04,1981.037362188648,106.0,13438.312372396897
4,2018-01-05,3105.6805834092984,113.094257064722,13751.535278030997
5,2018-01-06,1293.6075996990216,104.0,13745.080887885628
6,2018-01-07,-130.07925968090268,99.11493123422088,13682.154003045045
7,2018-01-08,-310.7072244461684,102.44604619130926,13634.864156790456
8,2018-01-09,1348.052678372972,109.9599911091354,13586.310291175816
9,2018-01-10,3791.8543299908847,117.0,13532.07675478578
10,2018-01-11,1822.0610756608935,107.0,13464.124521422062
11,2018-01-12,3390.1339945546483,115.0,13417.098599766628
12,2018-01-13,2795.3291645951767,118.20637000354822,13554.078040287419
13,2018-01-14,1364.0517300445358,113.0,13790.198698184307
14,2018-01-15,1479.7726793248946,103.0,13997.637658227846
15,2018-01-16,2060.374124383082,101.50089083466918,14080.167523962347
16,2018-01-17,2925.5030838769017,110.71842597586097,14021.750395978517
17,2018-01-18,3319.531100616275,119.32674812912232,13929.362106257931
18,2018-01-19,2486.829717411121,116.0,13909.978486782133
19,2018-01-20,1173.19887076537,106.0,13941.679422835632
20,2018-01-21,2577.9633546034643,113.094257064722,13874.554968094806
21,2018-01-22,1118.9457330415753,104.0,13618.19124726477
22,2018-01-23,2365.808311575283,112.0,13421.636640557006
23,2018-01-24,1691.475398230088,102.0,13390.759999999997
24,2018-01-25,1928.0498118220053,109.83263227806066,13335.915430595527
25,2018-01-26,2735.6147885764885,117.0,13272.024352446317
26,2018-01-27,2132.457388584832,107.0,13462.894839718532
27,2018-01-28,2766.245578851413,115.0,13658.44922515953
28,2018-01-29,2057.8842297174115,105.0,13564.773381950774
29,2018-01-30,2070.3987237921606,113.0,13592.743482224249
30,2018-01-31,1742.8573236630882,111.54287745712533,13634.41708180705
31,2018-02-01,2077.7927073837736,110.0,13689.82315405652
32,2018-02-02,3437.929261622608,118.0,13751.215132178671
33,2018-02-03,1940.173069535152,109.0,13611.189781021898
34,2018-02-04,3926.909936189608,116.0,13464.853783044668
35,2018-02-05,1831.42700729927,106.0,13564.04590856704
36,2018-02-06,2741.783591613492,113.00474020054696,13471.492616226073
37,2018-02-07,1612.095898859081,104.0,13559.26981190256
38,2018-02-08,2240.3419131771034,112.0,13720.641759508262
39,2018-02-09,1564.965677943249,111.19033902493375,13693.790308318019
40,2018-02-10,1414.713435154025,110.0,13622.841056173957
41,2018-02-11,3026.4164083865085,117.0,13589.460711030084
42,2018-02-12,738.400683260127,107.0,13246.634455832114
43,2018-02-13,3299.8133090246124,115.0,13826.688605287149
44,2018-02-14,3930.9759808537356,118.63124761925111,14071.697626698522
45,2018-02-15,2559.99580674567,113.0,13971.455059252508
46,2018-02-16,1107.2422068965516,103.0,13828.013793103448
47,2018-02-17,1997.556061987238,110.0,13834.636827711942
48,2018-02-18,1332.0,101.0,13332.0
49,2018-02-19,1823.7337745866912,108.64408028602563,13532.494598186411
50,2018-02-20,2456.771011850502,116.0,13886.884412032816
51,2018-02-21,1889.3571428571424,106.0,13776.482438831888
52,2018-02-22,1600.414376321353,113.31437632135308,13990.042494714586
53,2018-02-23,1143.4658439263048,117.04674764148508,13698.700471235303
54,2018-02-24,1288.4171282488285,112.0,13536.8346825735
55,2018-02-25,2435.680744651292,102.0,14084.559044178935
56,2018-02-26,1988.179216043756,109.9606198723792,14127.037010027349
57,2018-02-27,1453.48845100851,117.60935725083829,14036.441726317575
58,2018-02-28,1241.9609222472902,120.53578427194236,13929.020832470509
59,2018-03-01,1819.8486782133089,115.0,13911.19580674567
60,2018-03-02,2930.59580674567,105.0,14026.360802187788
61,2018-03-03,2635.4151321786694,113.0,14291.189425706472
62,2018-03-04,1000.8441421264936,112.03936080220518,13907.719918707597
63,2018-03-05,631.4944071588367,110.2662192393736,13573.249440715885
64,2018-03-06,3173.7630869899926,118.0,13976.490377213244
65,2018-03-07,3279.165791004844,116.68647863310528,14242.315085347142
66,2018-03-08,811.1627789588624,106.38434914227484,14259.074291853454
67,2018-03-09,299.0,106.0,14232.0
68,2018-03-10,1993.203828623519,113.36481312670922,14228.397447584322
69,2018-03-11,2677.4258887876026,104.0,14375.171741112124
70,2018-03-12,1260.792160437557,112.0,14341.144029170468
71,2018-03-13,883.2698107121369,113.47375139426384,14449.942875176082
72,2018-03-14,1298.7614583333336,110.0,14578.234166666669
73,2018-03-15,1706.1317485224395,108.37921999441085,14536.796644441842
74,2018-03-16,1993.6984503190524,107.0,14430.18833181404
75,2018-03-17,2049.779332762771,104.2509286392711,14362.96725209571
76,2018-03-18,1874.3743958535963,100.1320059122242,14335.133405286851
77,2018-03-19,1834.180574600121,98.44708022906521,14311.633311623082
78,2018-03-20,2295.894804010939,103.0,14257.413491340018
79,2018-03-21,3259.5170840860496,113.79076522502861,14172.473944437657
80,2018-03-22,3461.530173199636,118.0,14206.207110300822
81,2018-03-23,1995.3912488605288,109.0,14430.060346399272
82,2018-03-24,1205.2532299741604,116.0,14457.219638242896
83,2018-03-25,2138.389790337283,106.0556061987238,14625.246855059257
84,2018-03-26,2018.7932543299917,114.0,14640.120145852325
85,2018-03-27,1431.645625692137,104.0,14680.063122923588
86,2018-03-28,1327.0410526560538,99.74272985220435,14730.249124799244
87,2018-03-29,1726.4057898676394,104.95141015317967,14776.57814826372
88,2018-03-30,1971.1241567912489,110.0,14792.18997265269
89,2018-03-31,1951.4268733376066,113.28415924217768,14772.607894522094
