,date,bike_place,bike
793,2020-03-04,55,683
794,2020-03-05,55,683
795,2020-03-06,55,683
796,2020-03-07,55,683
797,2020-03-08,55,683
798,2020-03-09,55,683
799,2020-03-10,55,683
800,2020-03-11,55,683
801,2020-03-12,55,683
802,2020-03-13,55,683
803,2020-03-14,55,683
804,2020-03-15,55,683
805,2020-03-16,55,683
806,2020-03-17,55,683
807,2020-03-18,55,683
808,2020-03-19,55,683
809,2020-03-20,55,683
810,2020-03-21,55,683
811,2020-03-22,55,683
812,2020-03-23,55,683
813,2020-03-24,55,683
814,2020-03-25,55,683
815,2020-03-26,55,683
816,2020-03-27,55,683
817,2020-03-28,55,683
818,2020-03-29,55,683
819,2020-03-30,55,683
820,2020-03-31,55,683
821,2020-04-01,55,683
822,2020-04-02,55,683
823,2020-04-03,55,683
824,2020-04-04,55,683
825,2020-04-05,55,683
826,2020-04-06,55,683
827,2020-04-07,55,683
828,2020-04-08,55,683
829,2020-04-09,55,683
830,2020-04-10,55,683
831,2020-04-11,55,683
832,2020-04-12,55,683
833,2020-04-13,60,740
834,2020-04-14,67,812
835,2020-04-15,68,822
836,2020-04-16,69,842
837,2020-04-17,69,842
838,2020-04-18,69,842
839,2020-04-19,69,842
840,2020-04-20,69,842
841,2020-04-21,69,842
842,2020-04-22,69,842
843,2020-04-23,69,842
844,2020-04-24,69,842
845,2020-04-25,69,842
846,2020-04-26,69,842
847,2020-04-27,69,842
848,2020-04-28,69,842
849,2020-04-29,69,842
850,2020-04-30,69,842
851,2020-05-01,69,842
852,2020-05-02,69,842
853,2020-05-03,69,842
854,2020-05-04,69,842
855,2020-05-05,69,842
856,2020-05-06,69,842
857,2020-05-07,69,842
858,2020-05-08,69,842
859,2020-05-09,69,842
860,2020-05-10,69,842
861,2020-05-11,70,851
862,2020-05-12,70,851
863,2020-05-13,70,851
864,2020-05-14,70,851
865,2020-05-15,70,851
866,2020-05-16,70,851
867,2020-05-17,70,851
868,2020-05-18,70,851
869,2020-05-19,70,851
870,2020-05-20,70,851
871,2020-05-21,70,851
872,2020-05-22,70,851
873,2020-05-23,70,851
874,2020-05-24,70,851
875,2020-05-25,70,851
876,2020-05-26,70,851
877,2020-05-27,70,851
878,2020-05-28,70,851
879,2020-05-29,70,851
880,2020-05-30,70,851
881,2020-05-31,70,851
882,2020-06-01,70,851
883,2020-06-02,70,851
884,2020-06-03,70,851
885,2020-06-04,70,851
886,2020-06-05,71,861
887,2020-06-06,71,861
888,2020-06-07,71,861
889,2020-06-08,71,861
890,2020-06-09,71,861
891,2020-06-10,71,861
892,2020-06-11,71,861
893,2020-06-12,71,861
894,2020-06-13,71,861
895,2020-06-14,71,861
896,2020-06-15,71,861
897,2020-06-16,71,861
898,2020-06-17,71,861
899,2020-06-18,71,861
900,2020-06-19,71,861
901,2020-06-20,71,861
902,2020-06-21,71,861
903,2020-06-22,71,861
904,2020-06-23,71,861
905,2020-06-24,71,861
